"an","aff_str","ror_ids","match_status","Unnamed: 4","ror_names"
"7197987","Department of Business Informatics and Operations Management, Faculty of Economics and Business Administration Universiteit Gent","00cv9y106","TP","","Ghent University"
"7197987","Department of Experimental Psychology University College London","02jx3x895","TP","","University College London"
"7197988","Engineering Research Center for Metallurgical Automation and Measurement Technology of Ministry of Education Wuhan University of Science and Technology","00e4hrk88","TP","","Wuhan University of Science and Technology"
"7197988","Industrial Engineering Department Balikesir University","02tv7db43","TP","","Balıkesir University"
"7197988","Key Laboratory of Metallurgical Equipment and Control Technology of Ministry of Education Wuhan University of Science and Technology","00e4hrk88","TP","","Wuhan University of Science and Technology"
"7197989","CIRRELT and Université Laval","04sjchr03","TP","","Université Laval"
"7197989","Canada Research Chair in Integrated Logistics","","TN","",""
"7197990","KU Leuven Department of Mathematics","05f950310","TP","","KU Leuven"
"7197990","KU Leuven Faculty of Economics and Business","05f950310","TP","","KU Leuven"
"7197990","University of Southampton School of Management","01ryk1543","TP","","University of Southampton"
"7197991","Department of Operations and Information Management, Isenberg school of management University of Massachusetts Amherst","03e269852","FP_wrong","","Donetsk State University of Management"
"7197991","Department of Marketing, Quantitative Analysis and Business Law, College of business Mississippi State University","0432jq872","TP","","Mississippi State University"
"7197992","School of Management Shandong University","0207yh398","TP","","Shandong University"
"7197992","School of Management University of Science and Technology of China","018wg9441","FP_wrong","","Hubei University of Science and Technology"
"7197993","Lancaster University Management School","03vpkt967","FP_wrong","","United Church of Christ"
"7197993","Hull University Business School University of Hull","01b11x021","FP_wrong","","Hull and East Yorkshire Hospitals NHS Trust"
"7197994","Samuel Curtis Johnson Graduate School of Management Cornell University","05bnh6r87","TP","","Cornell University"
"7197994","College of Business San Jose State University","04qyvz380","TP","","San Jose State University"
"7197994","School of Statistics Southwestern University of Finance and Economics","04ewct822","TP","","Southwestern University of Finance and Economics"
"7197995","Kedge Business School, Economics and Finance Rue Antoine Bourdelle","","FN","",""
"7197995",">University of Wiena Oskar-Morgenstern-Platz 1","03prydq77","TP","","University of Vienna"
"7197995","Tilburg University","04b8v1s79","TP","","Tilburg University"
"7197996","Institut de Statistique, Biostatistique et Sciences Actuarielles Université Catholique de Louvain","02495e989","TP","","UCLouvain"
"7197996","School of Economics and Centre for Efficiency and Productivity Analysis (CEPA) University of Queensland","00rqy9422","TP","","The University of Queensland"
"7197997","CEG-IST, Instituto Superior Técnico, Universidade de Lisboa","05dx9nr48","FP_wrong","","Centro de Filosofia"
"7197997","CERIS, Instituto Superior Técnico, Universidade de Lisboa","05dx9nr48","FP_wrong","","Centro de Filosofia"
"7197998","School of Management University of Liverpool","04xs57h96","TP","","University of Liverpool"
"7197998","School of Economics and Management Nanjing University of Science and Technology","00xp9wg62","TP","","Nanjing University of Science and Technology"
"7197998","Business School Beijing Institute of Fashion Technology","03hgxtg28","TP","","Beijing Institute of Fashion Technology"
"7197998","Business Division, ITC The Hong Kong Polytechnic University","04qq4mg80","FP_wrong","","ITC (India)"
"7197999","Department of Information and Service Management, Aalto University School of Business","027thw408","FP_wrong","","Palo Alto Unified School District"
"7198000","KU Leuven, Department of Computer Science","05f950310","TP","","KU Leuven"
"7198001","Departamento de Estadística e Investigación Operativa, Universidad de Murcia.","03p3aeb86","TP","","Universidad de Murcia"
"7198001","Economics, Society and Territory (ECOSOT) and Departamento de Estatística e IO. Universidade de Vigo.","05rdf8595","TP","","Universidade de Vigo"
"7198001","I.U. Centro de Investigación Operativa (CIO), Universidad Miguel Hernández de Elche","01azzms13","TP","","Universitat de Miguel Hernández d'Elx"
"7198002","Operations Research and Financial Engineering Department Princeton University","00hx57361","TP","","Princeton University"
"7198003","Department of Mechanical and Industrial Engineering University of Massachusetts","04ydmy275","FP_wrong","","University of Massachusetts Boston"
"7198003","Department of Economics, Bocconi University, and RFF-CMCC European Institute on Economics and the Environment (EIEE)","05crjpb27","TP","","Bocconi University"
"7198003","Department of Economics, Bocconi University, and RFF-CMCC European Institute on Economics and the Environment (EIEE)","00pdj1108","TP","","RFF-CMCC European Institute on Economics and the Environment"
"7198003","Department of Mathematics and Systems Analysis Aalto University","020hwjq30","TP","","Aalto University"
"7198004","Information Systems Department, School of Business and Economics Freie Universität Berlin","046ak2485","TP","","Freie Universität Berlin"
"7198004","Centre for Management Studies, Instituto Superior Técnico University of Lisbon","05ngwf943","FP_wrong","","Instituto Superior Técnico Biblioteca"
"7198005","Department of Computer and Systems Sciences Stockholm University","05f0yaq80","TP","","Stockholm University"
"7198005","Systems Analysis Laboratory, Department of Mathematics and Systems Analysis, School of Science Aalto University","020hwjq30","TP","","Aalto University"
"7198005","Department of Decision Sciences HEC Montréal","05ww3wq27","TP","","HEC Montréal"
"7198005","Department of Statistical Science University College London","02jx3x895","TP","","University College London"
"7198006","Department of Economics and Business University of Catania","03a64bh57","TP","","University of Catania"
"7198006","University of Belgrade - Faculty of Economics","05fsyf340","FP_wrong","","University of Belgrade – Faculty of Law"
"7198007","Department of Decision Sciences Bocconi University","05crjpb27","TP","","Bocconi University"
"7198007","Department of Statistics, Informatics, Applications University of Florence","009r6as98","FP_wrong","","Technology Applications (United States)"
"7198007","Department of Economics and Management University of Pisa","03ad39j10","TP","","University of Pisa"
"7198008","Department of Electric Power Engineering Norwegian University of Science and Technology","05xg72x27","TP","","Norwegian University of Science and Technology"
"7198009","Graduate School of Business Administration Hosei University","00bx6dj65","TP","","Hosei University"
"7198009","Graduate School of Economics The University of Tokyo","057zh3y96","TP","","The University of Tokyo"
"7198035","School of Mathematics and Statistics, Xi’an Jiaotong University, Xi’an","017zhmm22","TP","","Xi'an Jiaotong University"
"7198035","School of Statistics, Beijing Normal University","022k4wk35","TP","","Beijing Normal University"
"7198035","Department of Bioinformatics and Biostatistics, Shanghai Jiao Tong University","0220qvk04","TP","","Shanghai Jiao Tong University"
"7198035","MoE Key Lab of Artificial Intelligence, Shanghai Jiao Tong University","0220qvk04","TP","","Shanghai Jiao Tong University"
"7198035","Department of Mathematics, Hong Kong Baptist University","0145fw131","TP","","Hong Kong Baptist University"
"7198036","Ira A. Fulton Schools of Engineering, Arizona State University","03efmqc40","TP","","Arizona State University"
"7198036","Department of Statistics, Arizona State University","03efmqc40","TP","","Arizona State University"
"7198037","Department of Applied Statistics, Konkuk University","025h1m602","TP","","Konkuk University"
"7198037","Department of Statistics, Dongguk University-Seoul","057q6n778","TP","","Dongguk University"
"7198038","Department of Statistics, University of California Santa Cruz","03s65by71","TP","","University of California, Santa Cruz"
"7198039","Institute of Stochastics, Karlsruhe Institute of Technology (KIT)","04t3en479","TP","","Karlsruhe Institute of Technology"
"7198041","Department of Statistics, University of Connecticut","021nv2831","TP","","University of Connecticut"
"7198041","School of Basic Science, Changchun University of Technology","052pakb34","TP","","Changchun University of Technology"
"7198042","Department of Applied Mathematics and Statistics, University of São Paulo","036rp1748","TP","","Universidade de São Paulo"
"7198043","Methodology and Statistics, Social and Behavioral Sciences, Utrecht University","04pp8hn57","TP","","Utrecht University"
"7198044","Florida State University","05g3dte14","TP","","Florida State University"
"7198045","Department of Statistics, Seoul National University","04h9pn542","TP","","Seoul National University"
"7198046","School of Basic Science, Changchun University of Technology","052pakb34","TP","","Changchun University of Technology"
"7198046","Department of Statistics, University of Connecticut","021nv2831","TP","","University of Connecticut"
"7198047","University of Calcutta","01e7v7w47","TP","","University of Calcutta"
"7198047","Indian Statistical Institute","00q2w1j53","TP","","Indian Statistical Institute"
"7198048","College of Applied Sciences, Beijing University of Technology","037b1pp87","TP","","Beijing University of Technology"
"7198049","Kyungpook National University, Yonsei University","040c17130","TP","","Kyungpook National University"
"7198050","Kyungpook National University, Yonsei University","01wjejq96","TP","","Yonsei University"
"7198054","Department of Statistics, Chonnam National University","05kzjxq56","TP","","Chonnam National University"
"7198055","Department of Statistics and Institute of Statistics, Hallym University","03sbhge02","TP","","Hallym University"
"7198058","Department of Informatics, Technische Universität München, Boltzmannstr. 3","02kkvpp62","TP","","Technical University of Munich"
"7198058","Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano","01nffqt88","TP","","Politecnico di Milano"
"7198059","Department of Mathematics, Thiruvalluvar University","0255nn983","TP","","Thiruvalluvar University"
"7198059","Department of Electrical and Electronics Engineering","","TN","",""
"7198059","School of IT Information and Control Engineering, Kunsan National University","02yj55q56","TP","","Kunsan National University"
"7198060","Univ. Grenoble Alpes, CNRS, Grenoble INP, LJK","01wzvw032;00675rp98;05sbt2524;04ett5b41","FP_partial","","Université de Valenciennes et du Hainaut-Cambrésis;Centre National pour la Recherche Scientifique et Technique (CNRST);Institut polytechnique de Grenoble;Laboratoire Jean Kuntzmann"
"7198060","Univ. Grenoble Alpes, CNRS, Grenoble, INP, GIPSA-lab","01wzvw032;00675rp98;03c2nxn64","FP_wrong","","Centre National pour la Recherche Scientifique et Technique (CNRST);Institut national du patrimoine;Université de Valenciennes et du Hainaut-Cambrésis"
"7198061","XLIM UMR-CNRS 7252, Université de Limoges","02cp04407","TP","","Université de Limoges"
"7198061","Laboratoire LMPEA, Université de Jijel","0546v5182","FP_partial","","Université de Lille"
"7198062","RIT Croatia, Don Frana Bulića 6","03jgxzm03","TP","","Rochester Institute of Technology Croatia"
"7198063","School of Mathematics and Statistics, Xidian University","05s92vm98","TP","","Xidian University"
"7198064","School of Information Science and Technology, Zhejiang Sci-Tech University","03893we55","TP","","Zhejiang Sci-Tech University"
"7198064","Shanghai Key Laboratory of Trustworthy Computing, East China Normal University","","FN","",""
"7198064","State Key Laboratory for Novel Software Technology, Nanjing University","01rxvg760","TP","","Nanjing University"
"7198065","Department of Information Engineering, Computer Science and Mathematics (DISIM), Center of Excellence DEWS, University of L’Aquila","01j9p1r26","TP","","University of L'Aquila"
"7198066","School of Mathematics and Big Data, Foshan University","02xvvvp28","TP","","Foshan University"
"7198066","School of Automation Science and Engineering, South China University of Technology","0530pts50","TP","","South China University of Technology"
"7198066","School of Computer and Electronic Information, Guangdong University of Petrochemical Technology","030ffke25","TP","","Guangdong University of Petrochemical Technology"
"7198067","Department of Mathematics, Baylor University","5781934","TP","","Baylor University"
"7198067","Department of Mathematics, University of Louisville","01ckdn478","TP","","University of Louisville"
"7198068","The Key Laboratory of System Control and Information Processing, Ministry of Education of China","","TN","",""
"7198068","School of Astronautics, Harbin Institute of Technology","01yqg2h08","TP","","Harbin Institute of Technology"
"7198068","Shenzhen Aerospace Dongfanghong HIT Satellite Company Ltd","00xh1ex65","FP_wrong","","Harbin Huade University"
"7198070","School of Mathematics, Southeast University","00cf0ab87","FP_wrong","","Southeast University"
"7198070","Key Laboratory of Image Processing and Intelligent Control, Ministry of Education, School of Artificial Intelligence and Automation, Huazhong University of Science and Technology","00p991c53","TP","","Huazhong University of Science and Technology"
"7198070","Hubei Provincial Collaborative Innovation Center for New Energy Microgrid, China Three Gorges University","0419nfc77","TP","","China Three Gorges University"
"7198071","Kansas State University","05p1j8758","TP","","Kansas State University"
"7198071","IST Austria, Am Campus 1","03gnh5541","TP","","Institute of Science and Technology Austria"
"7198072","Department of Mathematics, Universidad Nacional de La Plata","01tjs6929","TP","","Universidad Nacional de La Plata"
"7198072","Instituto de Ciencias Matemáticas, Consejo Superior de Investigaciones Científicas","02gfc7t72","TP","","Consejo Superior de Investigaciones Científicas"
"7198073","Department of Electrical and Computer Engineering, UCLA","03qgg3111","FP_wrong","","Universidad Centroccidental Lisandro Alvarado"
"7198073","ICTEAM, Université catholique de Louvain","02495e989","TP","","UCLouvain"
"7198074","Institute of Systems Science, Academy of Mathematics and Systems Science, Chinese Academy of Sciences","034t30j35","TP","","Chinese Academy of Sciences"
"7198074","School of Mathematics and Statistics, Shandong Normal University","01wy3h363","TP","","Shandong Normal University"
"7198074","School of Mathematics, Shandong University","0207yh398","TP","","Shandong University"
"7198075","Department of Computer Science, Aalborg University","04m5j1k67","TP","","Aalborg University"
"7198075","LSV, CNRS, INRIA, ENS Paris-Saclay","00675rp98;02kvxyf05;05a0dhs15","FP_partial","","Centre National pour la Recherche Scientifique et Technique (CNRST);Institut national de recherche en sciences et technologies du numérique;École Normale Supérieure - PSL"
"7198075","Albert Einstein College of Medicine, Block Research Pavilion, Department of Systems and Computational Biology","","FN","",""
"7198075","Department of Electronic Systems, Automation and Control, Aalborg University","04m5j1k67","TP","","Aalborg University"
"7198076","Department of Information Technology, Hunan Women’s University","032bw1116","TP","","Hunan Women'S University"
"7198076","School of Mathematics and Statistics, Changsha University of Science and Technology","03yph8055","TP","","Changsha University of Science and Technology"
"7198076","School of Mathematics and Computational Science, Hunan First Normal University","00s9d1a36","TP","","Hunan First Normal University"
"7198077","Key Laboratory of Advanced Control and Optimization for Chemical Process (East China University of Science and Technology), Ministry of Education","01vyrm377","TP","","East China University of Science and Technology"
"7198078","School of Mathematics, Statistics and Applied Mathematics, National University of Ireland","00shsf120","TP","","National University of Ireland"
"7198079","Department of Physical and Mathematical Sciences, Autonomous University of Nuevo Leon","01fh86n78","TP","","Universidad Autónoma de Nuevo León"
"7198079","Department of Informatics, King’s College London","0220mzb33","TP","","King's College London"
"7198079","ITMO University","04txgxn49","TP","","ITMO University"
"7198079","College of Mechanical Engineering and Automation, Huaqiao University","03frdh605","TP","","Huaqiao University"
"7198079","Fujian Provincial Key Laboratory of Information Processing and Intelligent Control, Minjiang University","00s7tkw17","TP","","Minjiang University"
"7198080","Department of Electrical and Computer Engineering, University of California","00pjdza24","TP","","University of California System"
"7198081","State Key Laboratory of Synthetical Automation for Process Industries, Northeastern University","04t5xt781","FP_wrong","","Northeastern University"
"7198081","College of Information Science and Engineering, Northeastern University","04t5xt781","FP_wrong","","Northeastern University"
"7198082","Institute of Complexity Science, Qingdao University","021cj6z65","TP","","Qingdao University"
"7198082","School of Astronautics, Northwestern Polytechnical University","01y0j0j86","TP","","Northwestern Polytechnical University"
"7198082","School of Mathematics, Southeast University","00cf0ab87","FP_wrong","","Southeast University"
"7198082","NAAM Research Group, Department of Mathematics, Faculty of Science, King Abdulaziz University","02ma4wv74","TP","","King Abdulaziz University"
"7198083","College of Automation Engineering, Nanjing University of Aeronautics and Astronautics","01scyh794","TP","","Nanjing University of Aeronautics and Astronautics"
"7198083","Department of Mathematics and Computer Science, Shanxi Normal University","03zd3ta61","TP","","Shanxi Normal University"
"7198084","Department of Information Engineering, Computer Science and Mathematics, Center of Excellence DEWS, University of L’Aquila","01j9p1r26","TP","","University of L'Aquila"
"7198085","Department of Electrical and Computer Engineering, University of Auckland","03b94tp07","TP","","University of Auckland"
"7198087","Department of Electrical and Electronics Engineering, Shiraz University of Technology","04bxa3v83","TP","","Shiraz University of Technology"
"7198088","Mathematics and Computer Science, Shanxi Datong University","03s8xc553","TP","","Shanxi Datong University"
"7198088","College of Mathematics and Systems Science, Shandong University of Science and Technology","0207yh398","FP_wrong","","Shandong University"
"7198088","School of Information and Control Engineering, Qingdao University of Technology","01qzc0f54","TP","","Qingdao University of Technology"
"7198088","School of Mathematical Sciences, Liaocheng University","03yh0n709","TP","","Liaocheng University"
"7198088","College of Electrical Engineering and Automation, Shandong University of Science and Technology","04gtjhw98","TP","","Shandong University of Science and Technology"
"7198089","Key Laboratory of Intelligent Control and Optimization for Industrial Equipment of Ministry of Education, Dalian University of Technology","023hj5876","TP","","Dalian University of Technology"
"7198090","Intel Tecnología de México, Intel Labs","015nj5y87;027t2s119","FP_wrong","","Instituto de Tecnologia e Liderança;Intel (Israel)"
"7198090","Tecnologico de Monterrey, Escuela de Ingeniería y Ciencias","03ayjn504","TP","","Tecnológico de Monterrey"
"7198090","CINVESTAV, Unidad Guadalajara","009eqmr18;01bcvhf32","FP_wrong","","Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional;Unidade Local de Saúde da Guarda EPE"
"7198091","College of Mathematics, and Computer Science, Zhejiang Normal University","01vevwk45","TP","","Zhejiang Normal University"
"7198091","Department of Mathematics, Southeast University","00cf0ab87","FP_wrong","","Southeast University"
"7198091","College of Mathematics and Systems Science, Shandong University of Science and Technology","04gtjhw98","TP","","Shandong University of Science and Technology"
"7198092","“Broadband Wireless Communication and Sensor Network Technology” Key Lab of Ministry of Education, Nanjing University of Posts and Telecommunications","043bpky34","TP","","Nanjing University of Posts and Telecommunications"
"7198092","School of Mathematics, Liaoning University","03xpwj629","TP","","Liaoning University"
"7198092","“Telecommunication and Networks” National Engineering Research Center, Nanjing University of Posts and Telecommunications","043bpky34","TP","","Nanjing University of Posts and Telecommunications"
"7198093","College of Mathematics and Informatics \& FJKLMAA, Fujian Normal University","020azk594","TP","","Fujian Normal University"
"7198093","School of Management, Guangzhou University","05ar8rn06","TP","","Guangzhou University"
"7198093","College of Transportation Engineering, Dalian Maritime University","002b7nr53","TP","","Dalian Maritime University"
"7198093","Department of Applied Mathematics, School of Science, Dalian Maritime University","002b7nr53","TP","","Dalian Maritime University"
"7198093","Teaching and Research Office of Mathematics, Department of Basics, PLA Dalian Naval Academy","014c1mf08","TP","","Dalian Naval Academy"
"7198094","Department of Computer Science, University of Colorado Boulder","02ttsq026","TP","","University of Colorado Boulder"
"7198094","Department of Computer Science, Ludwig Maximilian University of Munich","05591te55","TP","","Ludwig-Maximilians-Universität München"
"7198094","School of Computing, Newcastle University","01kj2bm70","TP","","Newcastle University"
"7198095","National \& Local Joint Engineering Laboratory of Intelligent Transmission and Control Technology (Chongqing), College of Electronic and Information Engineering, Southwest University","01kj4z117","TP","","Southwest University"
"7198095","Department of Computer Science, Chongqing University of Education","02d06s578","TP","","Chongqing University of Education"
"7198096","Department of Electrical and Systems Engineering, University of Pennsylvania","00b30xv10","TP","","University of Pennsylvania"
"7198096","Department of Information Engineering, Computer Science and Mathematics, Università degli Studi dell’Aquila, L’Aquila","01j9p1r26","TP","","University of L'Aquila"
"7198097","School of Mathematics Sciences, University of Electronic Science and Technology of China","04qr3zq92","TP","","University of Electronic Science and Technology of China"
"7198097","School of Aeronautics and Astronautics, University of Electronic Science and Technology of China","04qr3zq92","TP","","University of Electronic Science and Technology of China"
"7198097","Institute of Electronic and Information Engineering of UESTC in Guangdong","009pwww24","FP_wrong","","IFlyTek (China)"
"7198097","School of Information Science and Engineering, Chengdu University","034z67559","TP","","Chengdu University"
"7198098","Department of Mathematics, Yangzhou University","03tqb8s11","TP","","Yangzhou University"
"7198098","Department of Applied Mathematics, Bharathiar University","04fht8c22","TP","","Bharathiar University"
"7198098","Department of Electrical and Computer Engineering, Faculty of Engineering, King Abdulaziz University","02ma4wv74","TP","","King Abdulaziz University"
"7198099","School of Mathematics, Southeast University","00cf0ab87","FP_wrong","","Southeast University"
"7198099","Delft Center for Systems and Control, Technische Universiteit Delft (TU Delft)","02e2c7k09","TP","","Delft University of Technology"
"7198099","Robotics Research Centre, International Institute of Information Technology Hyderabad","05f11g639","TP","","International Institute of Information Technology, Hyderabad"
"7198187","Department of Electrical Engineering, Zanjan Branch, Islamic Azad University","02558wk32","FP_wrong","","Islamic Azad University, Arak"
"7198187","Advanced Control Systems Lab, Electrical Engineering Department, Sharif University of Technology","024c2fq17","TP","","Sharif University of Technology"
"7198187","School of Automation, Huazhong University of Science and Technology","00p991c53","TP","","Huazhong University of Science and Technology"
"7198188","School of Transportation and Logistics, Southwest Jiaotong University","00hn7w693","TP","","Southwest Jiaotong University"
"7198188","Department of Electrical Engineering and Computer Sciences, Vanderbilt University","02vm5rt34","TP","","Vanderbilt University"
"7198188","School of Electronic Engineering, University of Electronic Science and Technology of China","04qr3zq92","TP","","University of Electronic Science and Technology of China"
"7198189","Department of Electrical Engineering, University of Technology","03gbw6p94","FP_partial","","University of Technology"
"7198190","Key Laboratory of Advanced Process Control for Light Industry (Ministry of Education), School of Internet of Things Engineering, Jiangnan University","04mkzax54","TP","","Jiangnan University"
"7198190","Department of Design, Manufacture and Engineering Management, Space Mechatronic Systems Technology Laboratory, Strathclyde Space Institute, University of Strathclyde","00n3w3b69","TP","","University of Strathclyde"
"7198190","College of Automation and Electronic Engineering, Qingdao University of Science and Technology","041j8js14","TP","","Qingdao University of Science and Technology"
"7198190","Department of Mathematics, King Abdulaziz University","02ma4wv74","TP","","King Abdulaziz University"
"7198191","College of Information Engineering, Zhejiang University of Technology","02djqfd08","TP","","Zhejiang University of Technology"
"7198192","Department of Industrial Engineering and Design, Universitat Jaume I","02ws1xc11","TP","","Universitat Jaume I"
"7198194","School of Automation, China University of Geosciences","04gcegc37","TP","","China University of Geosciences"
"7198194","Center for Control Theory and Guidance Technology, Harbin Institute of Technology","01yqg2h08","TP","","Harbin Institute of Technology"
"7198194","School of Information Science and Engineering, Central South University","00f1zfq44","TP","","Central South University"
"7198194","Hubei Key Laboratory of Advanced Control and Intelligent Automation for Complex Systems","","TN","",""
"7198195","Department of Electronic Engineering, Keimyung University","00tjv0s33","TP","","Keimyung University"
"7198195","School of Electronics Engineering, Kyungpook National University","040c17130","TP","","Kyungpook National University"
"7198196","Department of Mechanical Engineering, Politecnico di Milano","01nffqt88","TP","","Politecnico di Milano"
"7198196","Department of Mathematics, Harbin Institute of Technology (Weihai)","01yqg2h08","TP","","Harbin Institute of Technology"
"7198196","School of Electronic and Information Engineering, Suzhou University of Science and Technology","04en8wb91","TP","","Suzhou University of Science and Technology"
"7198196","Suzhou Key Laboratory for Big Data and Information Service, Suzhou","","TN","",""
"7198197","CAS Key Laboratory of Technology in Geo‐spatial Information Processing and Application System, University of Science and Technology of China","04c4dkn09","TP","","University of Science and Technology of China"
"7198197","Department of Automation, University of Science and Technology of China","04c4dkn09","TP","","University of Science and Technology of China"
"7198199","Center for Information Engineering Science Research, Xi'an Jiaotong University","017zhmm22","TP","","Xi'an Jiaotong University"
"7198199","Institute of Systems Science and Control Engineering, School of Automation, Hangzhou Dianzi University","0576gt767","TP","","Hangzhou Dianzi University"
"7198199","Department of Computer Science and Technology, Tsinghua University","03cve4549","TP","","Tsinghua University"
"7198200","College of Automation Engineering, Nanjing University of Aeronautics and Astronautics","01scyh794","TP","","Nanjing University of Aeronautics and Astronautics"
"7198201","College of Automation and Electronic Engineering, Qingdao University of Science and Technology","041j8js14","TP","","Qingdao University of Science and Technology"
"7198201","Nonlinear Analysis and Applied Mathematics (NAAM) Research Group, Department of Mathematics, Faculty of Science, King Abdulaziz University","02ma4wv74","TP","","King Abdulaziz University"
"7198201","Key Laboratory of Advanced Process Control for Light Industry (Ministry of Education), School of Internet of Things Engineering, Jiangnan University","04mkzax54","TP","","Jiangnan University"
"7198202","Faculty of Electrical Engineering, Shahid Beheshti University","0091vmj44","TP","","Shahid Beheshti University"
"7198204","School of Electrical Engineering and Automation, Qufu Normal University","03ceheh96","TP","","Qufu Normal University"
"7198204","School of Automation, Nanjing University of Science and Technology","00xp9wg62","TP","","Nanjing University of Science and Technology"
"7198204","School of Electronic and Information Engineering, Suzhou University of Science and Technology","04en8wb91","TP","","Suzhou University of Science and Technology"
"7198205","Graduate Program in Electrical Engineering, Federal University of Minas Gerais","0176yjw32","TP","","Universidade Federal de Minas Gerais"
"7198205","Department of Electronics Engineering, Federal University of Minas Gerais","0176yjw32","TP","","Universidade Federal de Minas Gerais"
"7198205","Federal University of Itajubá, Rua Irmã Ivone Drumond","00235nr42","TP","","Universidade Federal de Itajubá"
"7198206","Institute of Electrical Engineering, Yanshan University","02txfnf15","TP","","Yanshan University"
"7198207","Dalian Maritime University","002b7nr53","TP","","Dalian Maritime University"
"7198207","Information Computing Science, Liaoning University of Technology","05ay23762","TP","","Liaoning University of Technology"
"7198207","The State Key Laboratory of Management and Control for Complex Systems, Institute of Automation, Chinese Academy of Sciences","034t30j35","TP","","Chinese Academy of Sciences"
"7198207","Computer and Information Science, University of Macau","01r4q9n85","TP","","University of Macau"
"7198208","School of Information Science and Engineering, Central South University","00f1zfq44","TP","","Central South University"
"7198209","College of Automation Engineering, Nanjing University of Aeronautics and Astronautics","01scyh794","TP","","Nanjing University of Aeronautics and Astronautics"
"7198210","Department of Electrical Engineering, Indian Institute of Technology Delhi","049tgcd06","TP","","Indian Institute of Technology Delhi"
"7198211","School of Science, Yanshan University","02txfnf15","TP","","Yanshan University"
"7198211","School of Electric Engineering, Yanshan University","02txfnf15","TP","","Yanshan University"
"7198211","School of Electrical Engineering and Automation, Tianjin University","012tb2g32","TP","","Tianjin University"
"7198212","Department of Control Science and Engineering, Harbin Institute of Technology","01yqg2h08","TP","","Harbin Institute of Technology"
"7198213","College of Information Engineering, Zhejiang University of Technology","02djqfd08","TP","","Zhejiang University of Technology"
"7198213","School of Automation, Hangzhou Dianzi University","0576gt767","TP","","Hangzhou Dianzi University"
"7198213","Department of Automation, University of Science and Technology of China","04c4dkn09","TP","","University of Science and Technology of China"
"7198214","Key Laboratory of Industrial Internet of Things & Networked Control, Ministry of Education, Chongqing University of Posts and Telecommunications","03dgaqz26","TP","","Chongqing University of Posts and Telecommunications"
"7198214","School of Automation, Guangdong Key Laboratory of IoT Information Processing, Guangdong University of Technology","04azbjn80","TP","","Guangdong University of Technology"
"7198214","School of Control Science and Engineering, Shandong University","0207yh398","TP","","Shandong University"
"7198214","School of Electrical Engineering and Computer Science, University of Newcastle","00eae9z71","TP","","University of Newcastle Australia"
"7198215","Graduate College, Air Force Engineering University","05vf56z40","FP_wrong","","University of Tehran"
"7198215","Aeronautics Engineering College, Air Force Engineering University","05vf56z40","FP_wrong","","University of Tehran"
"7198216","Key Laboratory of Intelligent Control and Decision of Complex Systems","","TN","",""
"7198216","School of Automation, Beijing Institute of Technology","01skt4w74","TP","","Beijing Institute of Technology"
"7198217","MIS University of Picardie Jules Verne, UFR of Sciences","04y300229;044wn2t24","FP_wrong","","MicroStep-MIS (Slovakia);Universidade Federal de Rondonópolis"
"7198217","Department of Physics, Faculty of Sciences, Dhar El Mehraz","","TN","",""
"7198218","Guangdong Provincial Key Laboratory of Technique and Equipment for Macromolecular Advanced Manufacturing, South China University of Technology","0530pts50","TP","","South China University of Technology"
"7198218","College of Automation Science and Technology, South China University of Technology","0530pts50","TP","","South China University of Technology"
"7198219","School of Mathematical Sciences and Institute of Finance and Statistics, Nanjing Normal University","036trcv74","TP","","Nanjing Normal University"
"7198219","MOE‐LCSM, School of Mathematics and Statistics, Hunan Normal University","053w1zy07","TP","","Hunan Normal University"
"7198220","Division of Information Science, Nara Institute of Science and Technology","05bhada84","TP","","Nara Institute of Science and Technology"
"7198221","Department of Electrical and Computer Engineering, Isfahan University of Technology","00af3sa43","TP","","Isfahan University of Technology"
"7198221","Department of Electrical and Computer Engineering, Graduate University of Advanced Technology","0451xdy64","TP","","Graduate University of Advanced Technology"
"7198222","School of Information Science and Technology, Fujian University of Technology","03c8fdb16","TP","","Fujian University of Technology"
"7198222","School of Electrical and Electronic Engineering, The University of Adelaide","00892tw58","TP","","The University of Adelaide"
"7198222","College of Automation Engineering, Nanjing University of Aeronautics and Astronautics","01scyh794","TP","","Nanjing University of Aeronautics and Astronautics"
"7198223","School of Electrical and Electronic Engineering, University of Adelaide","00892tw58","TP","","The University of Adelaide"
"7198223","College of Engineering and Science, Victoria University","04j757h98","TP","","Victoria University"
"7198223","School of Automation, Key Laboratory of Intelligent Control and Decision of Complex Systems, Beijing Institute of Technology","01skt4w74","TP","","Beijing Institute of Technology"
"7198224","School of Mathematical Sciences, Chongqing Normal University","01dcw5w74","TP","","Chongqing Normal University"
"7198224","National & Local Joint Engineering Laboratory of Intelligent Transmission and Control Technology (Chongqing), College of Electronic and Information Engineering, Southwest University","01kj4z117","TP","","Southwest University"
"7198225","School of Mathematics and Information Science, Nanchang Hangkong University","0369pvp92","TP","","Nanchang Hangkong University"
"7198225","Faculty of Electronic Information and Electrical Engineering, Dalian University of Technology","023hj5876","TP","","Dalian University of Technology"
